name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
ValtteriFilppula,33.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
RyanGetzlaf,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
TimGleason,26.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
NiklasHagman,25.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
DanyHeatley,24.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
JaynaHefford,27.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
AnneHelin,30.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JenniHiirikoski,29.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
VenlaHovi,32.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
JaromeIginla,23.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JarkkoImmonen,22.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
HaleyIrwin,22.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
ErikJohnson,32.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
JackJohnson,27.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
RebeccaJohnston,21.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
OlliJokinen,21.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
PatrickKane,23.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
NikoKapanen,20.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
MichelleKarvinen,31.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
DuncanKeith,21.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
BeckyKellar,31.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
RyanKesler,19.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
PhilKessel,26.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
GinaKingsbury,35.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
MiikkaKiprusoff,25.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
HilaryKnight,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
MikkoKoivu,28.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
SakuKoivu,33.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
LasseKukkonen,20.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
EmmaLaaksonen,26.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
CharlieLabont,35.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JocelyneLamoureux,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
MoniqueLamoureux,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JamieLangenbrunner,27.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
ErikaLawler,20.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
JereLehtinen,20.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
SamiLepist,34.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
RosaLindstedt,23.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
RobertoLuongo,36.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
ToniLydman,25.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
CarlaMacLeod,22.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
RyanMalone,30.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
PatrickMarleau,32.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
GigiMarvin,27.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
BrianneMcLaughlin,30.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
TerhiMertanen,30.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
AnttiMiettinen,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
MeaghanMikkelson,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
RyanMiller,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
BrendenMorrow,29.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
RickNash,25.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
ScottNiedermayer,29.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
JanneNiskala,31.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
BrooksOrpik,25.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
CarolineOuellette,36.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
ZachParise,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JoePavelski,29.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
VillePeltonen,30.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
HeidiPelttari,25.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
CoreyPerry,25.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
CheriePiper,36.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JoniPitknen,24.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
MariiaPosa,24.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
MariePhilipPoulin,28.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
ChrisPronger,26.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
BrianRafalski,21.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
AnninaRajahuhta,18.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
KaroliinaRantamki,35.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
NooraRty,36.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
MikeRichards,20.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
AngelaRuggiero,31.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JarkkoRuutu,20.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
TuomoRuutu,25.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
BobbyRyan,30.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
MariSaarinen,34.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
SamiSalo,27.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
MollySchaus,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
JennySchmidgallPotter,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
BrentSeabrook,35.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
TeemuSelnne,21.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
SaijaSirvi,31.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
ColleenSostorics,24.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
KimStPierre,39.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
EricStaal,27.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
KelliStack,30.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
PaulStastny,31.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
RyanSuter,25.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
ShannonSzabados,22.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
KarenThatcher,24.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
TimThomas,25.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
JoeThornton,23.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
NinaTikkinen,25.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
KimmoTimonen,35.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
JonathanToews,30.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
MinnamariTuominen,23.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
SaaraTuominen,34.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
SarahVaillancourt,21.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
LindaVlimki,19.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
JessieVetter,24.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
MarjoVoutilainen,24.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
CatherineWard,19.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
SheaWeber,24.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
KerryWeiland,28.0,Finland,2010,2010-02-28,Ice Hockey,0,0,1,1
RyanWhitney,22.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
HayleyWickenheiser,24.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
JinelleZauggSiergiej,29.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
MeghanAgosta,26.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
DanielAlfredsson,31.0,Canada,2010,2010-02-28,Ice Hockey,1,0,0,1
CeciliaAndersson,23.0,United States,2010,2010-02-28,Ice Hockey,0,1,0,1
GunillaAndersson,18.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
GillianApps,33.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
JenniAsserholt,23.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
PerJohanAxelsson,30.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
ChristianBckman,22.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
AkiBerg,17.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
JenniferBotterill,30.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
JanBulis,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
CaitlinCahow,28.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
PetrCajnek,26.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
CassieCampbell,27.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
JulieChu,20.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
NatalieDarwitz,30.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
PamDreyer,32.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
TriciaDunnLuoma,23.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
AnnLouiseEdstrand,22.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
JoaElfsberg,24.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
PatrikEli,31.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
EmmaEliasson,30.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
MollyEngstrom,26.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
MartinErat,29.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
GillianFerrari,16.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
PeterForsberg,22.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
DanielleGoyette,24.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
ChandaGunn,25.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
JamieHagerman,32.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
NiklasHagman,40.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MikaHannula,26.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
DominikHaek,24.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
NiclasHvelid,26.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
JaynaHefford,26.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
MilanHejduk,41.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
AleHemsk,32.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
JukkaHentunen,28.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MilanHnilicka,30.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
TomasHolmstrm,22.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
ErikaHolst,31.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
KimInsalaco,32.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
JaromrJgr,33.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
NannaJansson,26.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
JussiJokinen,25.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
OlliJokinen,34.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
JrgenJnsson,22.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
KennyJnsson,22.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
FrantiekKaberle,27.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
TomKaberle,33.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
NikoKapanen,31.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
KathleenKauth,32.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
BeckyKellar,27.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
CourtneyKennedy,27.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
KatieKing,26.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
KristinKing,31.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
GinaKingsbury,26.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
MikkoKoivu,30.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
SakuKoivu,26.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
AleKotalk,24.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
NiklasKronwall,22.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
FilipKuba,31.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
PavelKubina,27.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
LasseKukkonen,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
AnttiLaaksonen,29.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
CharlieLabont,28.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
RobertLang,24.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
JereLehtinen,32.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
NicklasLidstrm,23.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
YlvaLindberg,35.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
JennyLindqvist,32.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
StefanLiv,35.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
KristinaLundberg,29.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
HenrikLundqvist,27.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
ToniLydman,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
CarlaMacLeod,20.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
MarekMalk,23.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
KimMartin,28.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
FredrikModin,23.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
FridaNevalainen,30.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
AnttiJussiNiemi,19.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
VilleNieminen,31.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
AnteroNiittymki,19.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
FredrikNorrena,28.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
PetteriNummelin,28.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
TeppoNumminen,25.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
EmilieOKonor,32.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
Mattiashlund,33.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
RostislavOlesz,37.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
CarolineOuellette,22.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
SamuelPhlsson,29.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
SarahParsons,20.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
VillePeltonen,26.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
CheriePiper,28.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
CherylPounder,18.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
VclavProspal,32.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
HelenResor,24.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MariaRooth,29.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MartinRucinsk,30.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
AngelaRuggiero,20.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
DanijelaRundqvist,26.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
JarkkoRuutu,34.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
SamiSalo,26.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
MikaelSamuelsson,21.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
JennySchmidgallPotter,30.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
DanielSedin,31.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
HenrikSedin,29.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
TeemuSelnne,27.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
ThereseSjlander,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
ColleenSostorics,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
Jaroslavpacek,35.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
KimStPierre,24.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
KellyStephens,26.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MartinStraka,32.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
MatsSundin,27.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
RonnieSundin,22.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
VickySunohara,33.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
MikaelTellqvist,35.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
KatarinaTimglas,35.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
KimmoTimonen,35.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
DanielTjrnqvist,26.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
SarahVaillancourt,20.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
AnnaVikman,30.0,Finland,2006,2006-02-26,Ice Hockey,0,1,0,1
TomVokoun,29.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
DavidVborn,20.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
LyndsayWall,25.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
KatieWeatherston,29.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
KrissyWendell,31.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
HayleyWickenheiser,20.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
PernillaWinberg,22.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
HenrikZetterberg,24.0,United States,2006,2006-02-26,Ice Hockey,0,0,1,1
Marekidlick,27.0,Canada,2006,2006-02-26,Ice Hockey,1,0,0,1
MaksimAfinogenov,16.0,Sweden,2006,2006-02-26,Ice Hockey,0,1,0,1
Annicahln,25.0,Sweden,2006,2006-02-26,Ice Hockey,1,0,0,1
LottaAlmblad,29.0,Czech Republic,2006,2006-02-26,Ice Hockey,0,0,1,1
TonyAmonte,22.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AnnaAndersson,27.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
GunillaAndersson,29.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
DanaAntal,31.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
ChrisBailey,20.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
LaurieBaker,26.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
TomBarrasso,24.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
KellyBchard,30.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
EmelieBerggren,25.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
KristinaBergstrand,36.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
RobBlake,24.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
JenniferBotterill,19.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
EricBrewer,38.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
ThrseBrisson,32.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
MartinBrodeur,22.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
PavelBure,22.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
ValeryBure,35.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
KarynBye,29.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
CassieCampbell,30.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
IsabelleChartrand,27.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
ChrisChelios,30.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
JulieChu,28.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
NatalieDarwitz,23.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
PavelDatsyuk,40.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AdamDeadmarsh,19.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
SaraDeCosta,18.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
ChrisDrury,23.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
MikeDunham,26.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
TriciaDunnLuoma,24.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
LoriDupuis,25.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AnnLouiseEdstrand,29.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
JoaElfsberg,27.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
TheoFleury,29.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
AdamFoote,26.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
SergeyFyodorov,22.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
SimonGagn,33.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
SergeyGonchar,30.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
DanielleGoyette,32.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
CammiGranato,21.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BillGuerin,27.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
GeraldineHeaney,36.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
JaynaHefford,30.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
ErikaHolst,31.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
PhilHousley,34.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BrettHull,24.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
JaromeIginla,22.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
NannaJansson,37.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
CurtisJoseph,37.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
EdJovanovski,24.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
PaulKariya,18.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
DariusKasparaitis,34.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BeckyKellar,25.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
CourtneyKennedy,27.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
NikolayKhabibulin,29.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AndreaKilbourne,27.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
KatieKing,22.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
IlyaKovalchuk,29.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AlekseyKovalyov,21.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
IgorKravchuk,26.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
OlegKvasha,18.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
IgorLarionov,28.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
MariaLarsson,35.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
JohnLeClair,23.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
BrianLeetch,41.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
MarioLemieux,22.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
YlvaLindberg,32.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
EricLindros,33.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
UlricaLindstrm,36.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
ShelleyLooney,25.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
AlMacInnis,28.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
VladimirMalakhov,22.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
DannyMarkov,30.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
KimMartin,38.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
SueMerz,33.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AaronMiller,25.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
BorisMironov,15.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
AJMleczko,29.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
MikeModano,30.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
TaraMounsey,29.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
ScottNiedermayer,26.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
JoeNieuwendyk,31.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AndreyNikolishin,23.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
OwenNolan,28.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
CarolineOuellette,35.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
MikePeca,28.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
JosefinPettersson,29.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
CheriePiper,22.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
