name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
TomPoti,27.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
CherylPounder,18.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
ChrisPronger,20.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BrianRafalski,24.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
MikeRichter,25.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
JeremyRoenick,27.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BrianRolston,28.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
MariaRooth,35.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AngelaRuggiero,32.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
DanijelaRundqvist,28.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
JoeSakic,22.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
SergeySamsonov,22.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
EvelinaSamuelsson,17.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
JennySchmidgallPotter,32.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
BrendanShanahan,23.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
TammyLeeShewchuk,17.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
ThereseSjlander,23.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
SamiJoSmall,33.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
RyanSmyth,24.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
ColleenSostorics,20.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
KimStPierre,25.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
VickySunohara,25.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
GarySuter,22.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
KeithTkachuk,23.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
SarahTueting,31.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
OlegTverdovsky,37.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AnnaVikman,29.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
LyndsayWall,25.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
DougWeight,25.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
KrissyWendell,21.0,Sweden,2002,2002-02-24,Ice Hockey,0,0,1,1
HayleyWickenheiser,16.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
AlekseyYashin,31.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
MikeYork,20.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
ScottYoung,23.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
SteveYzerman,28.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AlekseyZhamnov,24.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
MarilynAgliotti,34.0,United States,2002,2002-02-24,Ice Hockey,0,1,0,1
LuchaAymar,36.0,Canada,2002,2002-02-24,Ice Hockey,1,0,0,1
SanderBaart,31.0,Russia,2002,2002-02-24,Ice Hockey,0,0,1,1
AshleighBall,33.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
NoelBarrionuevo,34.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
LauraBartlett,24.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
NathanBurgers,23.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
MatthewButturini,31.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
JoelCarroll,26.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
MartinaCavallero,28.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
ChrisCiriello,24.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
CristaCullen,33.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
SilvinaDElia,24.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
AlexDanson,25.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
MereldeBlaey,22.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
EvadeGoede,26.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
TeundeNooijer,26.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
BobdeVoogd,26.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
SanderdeWijn,27.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
LiamDeYoung,25.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
TimothyDeavin,23.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
OskarDeecke,36.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
CarlienDirksevandenHeuvel,23.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
JamieDwyer,22.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
FlorisEvers,30.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
RussellFord,28.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
FlorianFuchs,26.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
MoritzFrste,25.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MaartjeGoderie,33.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
MattGohdes,29.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
KieranGovers,28.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
FlorenciaHabif,20.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
MartinHner,27.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
TobiasHauke,28.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
RogierHofman,22.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
EllenHoog,24.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
TimJenniskens,18.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
WouterJolie,23.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
KellyJonker,24.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
FergusKavanagh,25.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
RobbertKemperman,26.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MarkKnowles,25.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
OliverKorn,27.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
KimLammers,22.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
RosarioLuchetti,27.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
SofiaMaccari,22.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
HannahMacleod,27.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
EmilyMaguire,28.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
DelfinaMerino,31.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MaxMller,28.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
MaraMutio,28.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
EddieOckenden,28.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
SimonOrchard,24.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
AnnPanter,22.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
MaartjePaumen,25.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
SophiePolkamp,27.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
JanPhilippRabente,25.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
CarlaRebecchi,26.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
HelenRichardson,28.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
AnaRodrguez,26.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
ChloeRogers,27.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
RocioSnchez,25.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
MaruScarone,27.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
JoyceSombroek,30.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
DaniSruoga,31.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
JoseSruoga,27.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
JaapStockmann,23.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
BethStorry,25.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
ThiloStralkowski,21.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MatthewSwann,24.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
SarahThomas,21.0,Argentina,2012,2012-08-12,Hockey,0,1,0,1
GlennTurner,28.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
GeorgieTwigg,34.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
LauraUnsworth,25.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
NaomivanAs,23.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
RobertvanderHorst,31.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
MinkvanderWeerden,28.0,Australia,2012,2012-08-12,Hockey,0,0,1,1
MargotvanGeffen,21.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
CaiavanMaasakker,24.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
KittyvanMale,29.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
ValentinVerga,27.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
KlaasVermeulen,23.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
KateWalsh,22.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
SallyWalton,23.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MaxWeinhold,24.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
LidewijWelten,22.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
ChristopherWesley,24.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
RoderickWeusthof,32.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
BenjaminWe,31.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
TimoWe,30.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
NicolaWhite,22.0,Netherlands,2012,2012-08-12,Hockey,1,0,0,1
MatthiasWitthaus,25.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
ChristopherZeller,30.0,Netherlands,2012,2012-08-12,Hockey,0,1,0,1
PhilippZeller,27.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
DesAbbott,30.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
MarilynAgliotti,24.0,Great Britain,2012,2012-08-12,Hockey,0,0,1,1
MagdalenaAicega,30.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
DavidAlegre,27.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
RamnAlegre,29.0,Germany,2012,2012-08-12,Hockey,1,0,0,1
PolAmat,21.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
EduardArbs,29.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
LuchaAymar,34.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
NoelBarrionuevo,23.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
SebastianBiederlack,27.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
MinkeBooij,30.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
TravisBrooks,25.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
KielBrown,31.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
ClaudiaBurkart,24.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
ChenQiuqi,26.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
ChenZhaoxia,31.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
ChengHui,28.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
QuicoCorts,24.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
EvadeGoede,28.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
LisannedeRoever,28.0,China,2008,2008-08-24,Hockey,0,1,0,1
LiamDeYoung,33.0,China,2008,2008-08-24,Hockey,0,1,0,1
WiekeDijkstra,35.0,China,2008,2008-08-24,Hockey,0,1,0,1
LukeDoerner,25.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
JamieDwyer,19.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
SergiEnrique,29.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
AlexFbregas,26.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
KikoFbregas,24.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
JuanFernndez,28.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
SantiFreixa,29.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
FuBaorong,20.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
MoritzFrste,27.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
GaoLihua,30.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
SoleGarca,23.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
RodrigoGarza,25.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
BevanGeorge,30.0,China,2008,2008-08-24,Hockey,0,1,0,1
MaartjeGoderie,23.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
MarianaGonzlez,28.0,China,2008,2008-08-24,Hockey,0,1,0,1
DavidGuest,27.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
AlejandraGulla,28.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
RobHammond,31.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
TobiasHauke,24.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
MaripiHernndez,32.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
EllenHoog,26.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
HuangJunxia,31.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
GisiKaevsky,27.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
FergusKavanagh,20.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
FlorianKeller,31.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
MarkKnowles,22.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
OliverKorn,32.0,China,2008,2008-08-24,Hockey,0,1,0,1
StephenLambert,23.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
LiHongxia,23.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
LiShuang,26.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
RosarioLuchetti,23.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
MaYibo,24.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
MechiMargalot,28.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
EliMatheson,21.0,China,2008,2008-08-24,Hockey,0,1,0,1
NiklasMeinert,30.0,China,2008,2008-08-24,Hockey,0,1,0,1
JanMarcoMontag,24.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
FtimaMoreiradeMelo,28.0,China,2008,2008-08-24,Hockey,0,1,0,1
EefkeMulder,33.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
MaxMller,25.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
CarlosNevado,27.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
EddieOckenden,24.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
RocOliva,30.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
PanFengzhen,30.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
MaartjePaumen,21.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
SophiePolkamp,25.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
CarlaRebecchi,21.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
RenYe,19.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
XavierRibas,23.0,China,2008,2008-08-24,Hockey,0,1,0,1
MarianaRossi,22.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
MarinRusso,24.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
AlbertSala,23.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
JannekeSchopman,22.0,China,2008,2008-08-24,Hockey,0,1,0,1
GrantSchubert,32.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
MinkeSmabers,29.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
AndrewSmith,28.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
VctorSojo,27.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
SongQingling,31.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
BelnSucci,28.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
TangChunling,29.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
EddieTubau,29.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
NaomivanAs,24.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
MiekvanGeenhuizen,22.0,China,2008,2008-08-24,Hockey,0,1,0,1
PaolaVukojicic,22.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
MaxWeinhold,32.0,China,2008,2008-08-24,Hockey,0,1,0,1
TiborWeienborn,27.0,Spain,2008,2008-08-24,Hockey,0,1,0,1
MattWells,25.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
LidewijWelten,26.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
BenjaminWe,33.0,Argentina,2008,2008-08-24,Hockey,0,0,1,1
TimoWe,26.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
PhilipWitte,27.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
MatthiasWitthaus,30.0,Australia,2008,2008-08-24,Hockey,0,0,1,1
ChristopherZeller,18.0,Netherlands,2008,2008-08-24,Hockey,1,0,0,1
PhilippZeller,23.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
ZhangYimeng,26.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
ZhaoYudiao,24.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
ZhouWanfeng,26.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
MagdalenaAicega,23.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
MarielaAntoniska,25.0,Germany,2008,2008-08-24,Hockey,1,0,0,1
ClemensArnold,24.0,China,2008,2008-08-24,Hockey,0,1,0,1
InsArrondo,19.0,China,2008,2008-08-24,Hockey,0,1,0,1
LuchaAymar,28.0,China,2008,2008-08-24,Hockey,0,1,0,1
TinaBachmann,30.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
ChristophBechmann,29.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
SebastianBiederlack,25.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MinkeBooij,26.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
AgeethBoomgaardt,27.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
MichaelBrennan,26.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
TravisBrooks,32.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MatthijsBrouwer,22.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
RonaldBrouwer,27.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
ClaudiaBurkart,31.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
DeanButler,28.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
CarolineCasaretto,24.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
PhilippCrone,24.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
ChantaldeBruijn,25.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
TeundeNooijer,24.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
LisannedeRoever,27.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
LiamDeYoung,26.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
JeroenDelme,27.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
GeertJanDerikx,28.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
RobDerikx,28.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MarinaDiGiacomo,25.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MijntjeDonners,22.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
EikeDuckwitz,31.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
JamieDwyer,23.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
NathanEglington,21.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MartenEikelboom,28.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
ChristophEimer,30.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
TroyElder,24.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
BjrnEmmerling,25.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
NadineErnstingKrienke,23.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
FlorisEvers,30.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
SoleGarca,27.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
BevanGeorge,26.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
MarianaGonzlez,28.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
FranziskaGude,30.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
AlejandraGulla,21.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MandyHaase,23.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
RobHammond,27.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
MaripiHernndez,28.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
MarkHickman,28.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
ErikJazet,27.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
SylviaKarres,22.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
NataschaKeller,23.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
KarelKlaver,27.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
DeniseKlecker,30.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
MarkKnowles,33.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
AnkeKhn,27.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
FlorianKunz,27.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
BadriLatif,25.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
HeikeLtzsch,32.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
SonjaLehmann,19.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
BrentLivermore,23.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
JesseMahieu,32.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MechiMargalot,27.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
MichaelMcCann,30.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
BjrnMichel,24.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
FtimaMoreiradeMelo,28.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
StephenMowlam,26.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
EefkeMulder,29.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
SilkeMller,26.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
VaninaOneto,29.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
RobReckers,26.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
SaschaReinelt,27.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
FannyRinne,26.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MarionRodewald,25.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
CeciRognoni,31.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
MarinRusso,22.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
JustusScharowsky,31.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MaartjeScheepstra,24.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
JannekeSchopman,27.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
GrantSchubert,27.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
ChristianSchulte,24.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
ClarindaSinnige,24.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MinkeSmabers,24.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
JiskeSnoeks,27.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
AyelnStepnik,24.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
TaekeTaekema,28.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MachavanderVaart,31.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
SandervanderWeide,25.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MiekvanGeenhuizen,26.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
LievevanKessel,28.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
KlaasVeering,24.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
GuusVogels,32.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
PaolaVukojicic,28.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
LouisaWalter,22.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
TiborWeienborn,26.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MattWells,22.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
TimoWe,29.0,Netherlands,2004,2004-08-29,Hockey,0,1,0,1
MatthiasWitthaus,29.0,Argentina,2004,2004-08-29,Hockey,0,0,1,1
ChristopherZeller,25.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
JuliaZwehl,23.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MagdalenaAicega,26.0,Australia,2004,2004-08-29,Hockey,1,0,0,1
KatieAllen,22.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
AlysonAnnan,22.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
MarielaAntoniska,19.0,Germany,2004,2004-08-29,Hockey,0,0,1,1
InsArrondo,28.0,Germany,2004,2004-08-29,Hockey,1,0,0,1
LuchaAymar,26.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1
MinkeBooij,26.0,Australia,2000,2000-10-01,Hockey,1,0,0,1
AgeethBoomgaardt,27.0,Australia,2000,2000-10-01,Hockey,1,0,0,1
MichaelBrennan,25.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1
JacquesBrinkman,22.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1
JaapDerkBuma,23.0,Argentina,2000,2000-10-01,Hockey,0,1,0,1
AdamCommens,23.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1
StephenDavies,27.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1
TeundeNooijer,24.0,Australia,2000,2000-10-01,Hockey,0,0,1,1
JulieDeiters,34.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1
JeroenDelme,28.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1
DamonDiletti,24.0,Australia,2000,2000-10-01,Hockey,0,0,1,1
MijntjeDonners,31.0,Australia,2000,2000-10-01,Hockey,0,0,1,1
LachlanDreher,24.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1
JasonDuff,25.0,Netherlands,2000,2000-10-01,Hockey,0,0,1,1
MartenEikelboom,27.0,Netherlands,2000,2000-10-01,Hockey,1,0,0,1
